Term	ID	es	nes	pval	sidak	fdr	geneset_size	leading_edge	propagated_edge
ABC-family proteins mediated transport	R-HSA-382556	0.47573767891034996	0.2954939049472901	0.7676166077341677	1.0	1.0	7		ABCA12,ABCA2,ABCA3,ABCA4,ABCA5,ABCA6,ABCA7,ABCA8,ABCA9,ABCB1,ABCB10,ABCB4,ABCB5,ABCB6,ABCB7,ABCB8,ABCB9,ABCC1,ABCC10,ABCC11,ABCC2,ABCC3,ABCC4,ABCC5,ABCC6,ABCC9,ABCD1,ABCD2,ABCD3,ABCF1,ABCG1,ABCG4,ABCG5,ABCG8,ADRM1,APOA1,CFTR,DERL1,DERL2,DERL3,EIF2S1,EIF2S2,EIF2S3,ERLEC1,ERLIN1,ERLIN2,KCNJ11,OS9,PEX19,PEX3,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RNF185,RNF5,RPS27A,SEL1L,SEM1,UBA52,UBB,UBC,VCP
Orc1 removal from chromatin	R-HSA-68949	0.44201923694468176	0.28097984237664714	0.7787258607203953	1.0	1.0	6		CCNA1,CCNA2,CDC6,CDK2,CDT1,CUL1,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,MCM8,ORC1,ORC2,ORC3,ORC4,ORC5,ORC6,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RBX1,RPS27A,SEM1,SKP1,SKP2,UBA52,UBB,UBC
Cellular response to starvation	R-HSA-9711097	0.4394981094913657	0.2688707786160917	0.7880291244729294	1.0	1.0	6		28S rRNA,5.8S rRNA,5S rRNA,ASNS,ATF2,ATF3,ATF4,ATP6V0B,ATP6V0C,ATP6V0D2,ATP6V0E1,ATP6V0E2,ATP6V1A,ATP6V1B1,ATP6V1B2,ATP6V1C1,ATP6V1C2,ATP6V1D,ATP6V1E1,ATP6V1E2,ATP6V1F,ATP6V1G1,ATP6V1G2,ATP6V1G3,ATP6V1H,ATPV0D1,BMT2,CEBPB,CEBPG,DDIT3,DEPDC5,EIF2AK4,EIF2S1,EIF2S2,EIF2S3,FAU,FLCN,FNIP1,FNIP2,GATSL2,GATSL3,GCN1,IMPACT,ITFG2,KICS2,KPTN,LAMTOR1,LAMTOR2,LAMTOR3,LAMTOR4,LAMTOR5,MIOS,MLST8,MTOR,NPRL2,NPRL3,RHEB,RPL10,RPL10A,RPL10L,RPL11,RPL12,RPL13,RPL13A,RPL14,RPL15,RPL17,RPL18,RPL18A,RPL19,RPL21,RPL22,RPL22L1,RPL23,RPL23A,RPL24,RPL26,RPL26L1,RPL27,RPL27A,RPL28,RPL29,RPL3,RPL30,RPL31,RPL32,RPL34,RPL35,RPL35A,RPL36,RPL36A,RPL36AL,RPL37,RPL37A,RPL38,RPL39,RPL39L,RPL3L,RPL4,RPL41,RPL5,RPL6,RPL7,RPL7A,RPL8,RPL9,RPLP0,RPLP1,RPLP2,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15,RPS15A,RPS16,RPS17,RPS18,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS25,RPS26,RPS27,RPS27A,RPS27L,RPS28,RPS29,RPS3,RPS3A,RPS4X,RPS4Y1,RPS4Y2,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,RPTOR,RRAGA,RRAGB,RRAGC,RRAGD,SEC13,SEH1L,SESN1,SESN2,SH3BP4,SLC38A9,SZT2,TCIRG1,TRIB3,UBA52,WDR24,WDR59
Diseases of DNA repair	R-HSA-9675135	0.44725452405843097	0.2621812965899411	0.7931816723306744	1.0	1.0	11		ATR,ATRIP,BARD1,BLM,BRCA1,BRCA2,BRIP1,DNA2,EXO1,HUS1,KAT5,MLH1,MRE11,MSH2,MSH3,MSH6,MUTYH,NBN,NEIL1,NEIL3,NTHL1,OGG1,PALB2,PMS2,RAD1,RAD17,RAD50,RAD51,RAD51AP1,RAD51B,RAD51C,RAD51D,RAD9A,RAD9B,RBBP8,RFC2,RFC3,RFC4,RFC5,RHNO1,RMI1,RMI2,RPA1,RPA2,RPA3,SEM1,TOP3A,TOPBP1,WRN,XRCC2
DNA Replication Pre-Initiation	R-HSA-69002	0.43685671531858744	0.25620347467781873	0.7977937257496259	1.0	1.0	6		ANAPC1,ANAPC10,ANAPC11,ANAPC15,ANAPC16,ANAPC2,ANAPC4,ANAPC5,ANAPC7,CDC16,CDC23,CDC26,CDC27,CDC45,CDC6,CDC7,CDK2,CDT1,DBF4,FZR1,GMNN,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AFX,H2AJ,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H3C15,H4C1,HIST1H3G,KPNA1,KPNA6,KPNB1,MCM10,MCM2,MCM3,MCM4,MCM5,MCM6,MCM7,MCM8,ORC1,ORC2,ORC3,ORC4,ORC5,ORC6,POLA1,POLA2,POLE,POLE2,POLE3,POLE4,PRIM1,PRIM2,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,RPA1,RPA2,RPA3,RPA4,RPS27A,SEM1,UBA52,UBB,UBC,UBE2C,UBE2D1,UBE2E1,UBE2S
Kinesins	R-HSA-983189	0.4349028350936365	0.24684687277124578	0.8050267334629899	1.0	1.0	6	KIF3B	KIF11,KIF12,KIF13B,KIF15,KIF16B,KIF18A,KIF18B,KIF19,KIF1A,KIF1B,KIF1C,KIF20A,KIF20B,KIF21A,KIF21B,KIF22,KIF23,KIF25,KIF26A,KIF26B,KIF27,KIF28P,KIF2A,KIF2B,KIF2C,KIF3A,KIF3B,KIF3C,KIF4A,KIF4B,KIF5A,KIF5B,KIF5C,KIF6,KIF9,KIFAP3,KIFC1,KIFC2,KLC1,KLC2,KLC3,KLC4,RACGAP1,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3E,TUBA4A,TUBA4B,TUBA8,TUBAL3,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8,TUBB8B
TCR signaling	R-HSA-202403	0.4583693847331557	0.23834623583223616	0.8116125634169424	1.0	1.0	8		BCL10,BTRC,CARD11,CD101,CD247,CD3D,CD3E,CD3G,CD4,CDC34,CHUK,CSK,CUL1,ENAH,EVL,FBXW11,FYB,GRAP2,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,IKBKB,IKBKG,INPP5D,ITK,LAT,LCK,LCP2,MALT1,MAP3K7,NCK1,NFKB1,NFKBIA,PAG1,PAK1,PAK2,PAK3,PDPK1,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PLCG1,PLCG2,PRKCQ,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PTEN,PTPN22,PTPRC,PTPRJ,RELA,RIPK2,RPS27A,SEM1,SKP1,TAB2,TRAC,TRAF6,TRAT1,TRAV19,TRAV29DV5,TRAV8-4,TRBC1,TRBV12-3,TRBV7-9,UBA52,UBB,UBC,UBE2D1,UBE2D2,UBE2N,UBE2V1,VASP,WAS,ZAP70
Downstream TCR signaling	R-HSA-202424	0.4583693847331557	0.23834623583223616	0.8116125634169424	1.0	1.0	8		BCL10,BTRC,CARD11,CD247,CD3D,CD3E,CD3G,CD4,CDC34,CHUK,CUL1,FBXW11,HLA-DPA1,HLA-DPB1,HLA-DQA1,HLA-DQA2,HLA-DQB1,HLA-DQB2,HLA-DRA,HLA-DRB1,HLA-DRB3,HLA-DRB4,HLA-DRB5,IKBKB,IKBKG,INPP5D,LCK,MALT1,MAP3K7,NFKB1,NFKBIA,PDPK1,PIK3CA,PIK3CB,PIK3R1,PIK3R2,PRKCQ,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PTEN,RELA,RIPK2,RPS27A,SEM1,SKP1,TAB2,TRAC,TRAF6,TRAT1,TRAV19,TRAV29DV5,TRAV8-4,TRBC1,TRBV12-3,TRBV7-9,UBA52,UBB,UBC,UBE2D1,UBE2D2,UBE2N,UBE2V1
RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function	R-HSA-8936459	0.4033994334277664	0.2371492028793544	0.8125410424850203	1.0	1.0	5	AGO4,PRKCQ,THBS1,PRMT6	AGO3,AGO4,ASH2L,CBFB,DPY30,EP300,GATA1,GP1BA,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AFX,H2AJ,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H3C15,H4C1,HDAC1,HIST1H3G,ITGA2B,KAT2B,KMT2A,KMT2B,KMT2C,KMT2D,MIR27A,MOV10,MYL9,NFE2,NR4A3,PF4,PRKCQ,PRMT1,PRMT6,RBBP5,RUNX1,SETD1A,SETD1B,SIN3A,SIN3B,THBS1,TNRC6A,TNRC6B,TNRC6C,WDR5,ZFPM1
Carboxyterminal post-translational modifications of tubulin	R-HSA-8955332	0.4314058956916189	0.2301318927116019	0.8179892830934714	1.0	1.0	6	TUBB3,TTLL5,TTLL1,AGBL5,TTLL9	AGBL2,AGBL3,AGBL4,AGBL5,AGTPBP1,LRRC49,NICN1,PGS1,SVBP,TPGS2,TTL,TTLL1,TTLL10,TTLL11,TTLL12,TTLL13P,TTLL2,TTLL3,TTLL4,TTLL5,TTLL6,TTLL7,TTLL8,TTLL9,TUBA1A,TUBA1B,TUBA1C,TUBA3C,TUBA3E,TUBA4A,TUBA4B,TUBA8,TUBAL3,TUBB1,TUBB2A,TUBB2B,TUBB3,TUBB4A,TUBB4B,TUBB6,TUBB8,TUBB8B,VASH1,VASH2
Interleukin-3, Interleukin-5 and GM-CSF signaling	R-HSA-512988	0.45495270237773167	0.2224792054784032	0.8239408592805735	1.0	1.0	8	PTPN11	CBL,CRK,CRKL,CSF2 gene,CSF2RA,CSF2RB,FYN,GAB2,GRB2,HCK,IL2,IL2RA,IL2RB,IL2RG,IL3,IL3RA,IL5,IL5RA,INPP5D,INPPL1,JAK1,JAK2,JAK3,LYN,PIK3CA,PIK3CB,PIK3CD,PIK3R1,PIK3R2,PIK3R3,PRKACA,PTPN11,PTPN6,RAPGEF1,RPS27A,SHC1,SOS1,STAT5A,STAT5B,SYK,TEC,UBA52,UBB,UBC,VAV1,YES1,YWHAZ
Deubiquitination	R-HSA-5688426	0.37586218948649786	0.19830855449489096	0.8428036590838328	1.0	1.0	44	USP26,NOD2,AR,CFTR	ACTL6A,ACTR5,ACTR8,ADRB2,ADRM1,APC,AR,ARRB1,ARRB2,ASXL1,ASXL2,ATXN3,ATXN3L,ATXN7,AXIN1,AXIN2,BABAM1,BAP1,BARD1,BECN1,BIRC2,BIRC3,BRCA1,BRCC3,BRE,CCNA1,CCNA2,CCP110,CDC20,CDC25A,CDK1,CFTR,CLSPN,CYLD,DDB2,EP300,ESR1,FAM175A,FAM175B,FKBP8,FOXK1,FOXK2,FOXO4,GATA3,H2AC1,H2AC11,H2AC12,H2AC14,H2AC18,H2AC20,H2AC21,H2AC25,H2AC4,H2AC6,H2AC7,H2BC1,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC18,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,HCFC1,HGS,HIF1A,IDE,IFIH1,IKBKG,IL33,INO80,INO80B,INO80C,INO80D,INO80E,JOSD1,JOSD2,KAT2A,KAT2B,KDM1B,KEAP1,MAP3K7,MAT2B,MAVS,MBD5,MBD6,MCRS1,MDM2,MDM4,MUL1,MYC,MYSM1,NEDD8,NFKBIA,NFRKB,NLRP3,NOD1,NOD2,OGT,OTUB1,OTUB2,OTUD3,OTUD5,OTUD7A,OTUD7B,PARK2,POLB,PSMA1,PSMA2,PSMA3,PSMA4,PSMA5,PSMA6,PSMA7,PSMB1,PSMB2,PSMB3,PSMB4,PSMB5,PSMB6,PSMB7,PSMC1,PSMC2,PSMC3,PSMC4,PSMC5,PSMC6,PSMD1,PSMD11,PSMD12,PSMD13,PSMD14,PSMD2,PSMD3,PSMD6,PSMD7,PSMD8,PTEN,PTRH2,RAD23A,RAD23B,RCE1,RHOA,RHOT1,RIGI,RIPK1,RIPK2,RNF123,RNF128,RNF135,RNF146,RPS27A,RUVBL1,SEM1,SENP8,SIAH2,SKP2,SMAD1,SMAD2,SMAD3,SMAD4,SMAD7,SMURF2,SNX3,STAM,STAM2,STAMBP,STAMBPL1,SUDS3,TAB1,TADA2B,TADA3,TAF10,TAF9B,TFPT,TGFB1,TGFBR1,TGFBR2,TNFAIP3,TNIP1,TNIP2,TNIP3,TNKS,TNKS2,TOMM20,TOMM70,TP53,TRAF2,TRAF3,TRAF6,TRIM25,TRIM4,TRRAP,UBA52,UBB,UBC,UBE2D1,UCHL1,UCHL3,UCHL5,UFD1L,UIMC1,USP10,USP11,USP12,USP13,USP14,USP16,USP17L1,USP17L10,USP17L11,USP17L12,USP17L13,USP17L15,USP17L17,USP17L18,USP17L19,USP17L2,USP17L20,USP17L21,USP17L22,USP17L24,USP17L3,USP17L4,USP17L5,USP17L8,USP18,USP19,USP2,USP20,USP21,USP22,USP24,USP25,USP26,USP28,USP3,USP30,USP33,USP34,USP37,USP4,USP42,USP44,USP47,USP48,USP49,USP5,USP7,USP8,USP9X,VCP,VCPIP1,VDAC1,VDAC2,VDAC3,WDR20,WDR48,YOD1,YY1,ZRANB1
Chromatin organization	R-HSA-4839726	0.39725482601492274	0.16321951019415715	0.8703456052808864	1.0	1.0	19	NCOA2,CREBBP,SMYD3,SMARCA2,NSD2,BRWD1	ACTL6A,ACTL6B,AEBP2,ARID1A,ARID1B,ARID2,ARID4A,ARID4B,ARID5B,ASH1L,ASH2L,ATF2,ATF7IP,ATXN7,ATXN7L3,BCL11A,BCL11B,BCL7A,BCL7B,BCL7C,BRD1,BRD7,BRD8,BRD9,BRMS1,BRPF1,BRPF3,BRWD1,CARM1,CCND1,CDK4,CFL1,CHD3,CHD4,CLOCK,COPRS,CREBBP,DMAP1,DNMT3A,DOT1L,DPF1,DPF2,DPF3,DPY30,DR1,EED,EHMT1,EHMT2,ELP2,ELP3,ELP4,ELP5,ELP6,ENY2,EP300,EP400,EPC1,EZH2,GATAD2A,GATAD2B,GLTSCR1,GLTSCR1L,GPS2,H2AB1,H2AC1,H2AC11,H2AC12,H2AC14,H2AC18,H2AC20,H2AC21,H2AC25,H2AC4,H2AC6,H2AC7,H2AFX,H2AJ,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC18,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3C15,H4C1,HAT1,HCFC1,HDAC1,HDAC10,HDAC2,HDAC3,HDAC8,HIST1H3G,HMG20B,IKBKAP,ING3,ING4,ING5,JADE1,JADE2,JADE3,JAK2,JMJD6,KANSL1,KANSL2,KANSL3,KAT14,KAT2A,KAT2B,KAT5,KAT6A,KAT6B,KAT7,KAT8,KDM1A,KDM1B,KDM2A,KDM2B,KDM3A,KDM3B,KDM4A,KDM4B,KDM4C,KDM4D,KDM5A,KDM5B,KDM5C,KDM5D,KDM6A,KDM6B,KDM7A,KMT2A,KMT2B,KMT2C,KMT2D,KMT5A,KMT5B,KMT5C,MBD3,MBIP,MCRS1,MEAF6,MECOM,MINA,MORF4L1,MORF4L2,MRGBP,MSL1,MSL2,MSL3,MTA1,MTA2,MTA3,NCOA1,NCOA2,NCOR1,NCOR2,NFKB1,NFKB2,NSD1,NSD2,NSD3,OGT,PADI1,PADI2,PADI3,PADI4,PADI6,PAX3,PBRM1,PHF10,PHF2,PHF20,PHF21A,PHF8,PRDM16,PRDM9,PRMT1,PRMT3,PRMT5,PRMT6,PRMT7,RBBP4,RBBP5,RBBP7,RCOR1,RELA,REST,RPS2,RUVBL1,RUVBL2,SAP130,SAP18,SAP30,SAP30L,SETD1A,SETD1B,SETD2,SETD3,SETD6,SETD7,SETDB1,SETDB2,SGF29,SMARCA2,SMARCA4,SMARCB1,SMARCC1,SMARCC2,SMARCD1,SMARCD2,SMARCD3,SMARCE1,SMYD2,SMYD3,SS18,SS18L1,SUDS3,SUPT20H,SUPT3H,SUPT7L,SUV39H1,SUV39H2,SUZ12,TADA1,TADA2A,TADA2B,TADA3,TAF10,TAF12,TAF5L,TAF6L,TAF9,TBL1X,TBL1XR1,TRRAP,USP22,UTY,WDR5,WDR77,YEATS2,YEATS4,ZZZ3
Regulation of endogenous retroelements	R-HSA-9842860	0.43939214345461275	0.1506849723533488	0.8802242281922348	1.0	1.0	8	SPOCD1	ACTL6A,ARID1A,ARID1B,ATF7IP,BCL7A,BCL7B,BCL7C,C19orf84,CBX5,CHD3,CHD4,DNMT3A,DNMT3L,DPF1,DPF2,DPF3,EHMT1,EHMT2,FAM208A,GATAD2A,GATAD2B,H2AB1,H2AC14,H2AC18,H2AC20,H2AC4,H2AC6,H2AC7,H2AFX,H2AJ,H2AZ2,H2BC1,H2BC11,H2BC12,H2BC12L,H2BC13,H2BC14,H2BC15,H2BC17,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3-3A,H3C15,H4C1,HDAC1,HDAC2,HIST1H3G,MBD3,MORC2,MPHOSPH8,MTA1,MTA2,MTA3,PIWIL4,PPHLN1,RBBP4,RBBP7,RBM7,SETDB1,SKIV2L2,SMARCA2,SMARCA4,SMARCB1,SMARCC1,SMARCC2,SMARCD1,SMARCD2,SMARCD3,SMARCE1,SPOCD1,SS18,SS18L1,SUMO2,TRIM28,UBE2I,ZCCHC8,ZNF136,ZNF141,ZNF224,ZNF257,ZNF264,ZNF273,ZNF28,ZNF30,ZNF317,ZNF320,ZNF324,ZNF331,ZNF33A,ZNF354A,ZNF382,ZNF418,ZNF425,ZNF454,ZNF519,ZNF534,ZNF547,ZNF610,ZNF649,ZNF669,ZNF680,ZNF708,ZNF765,ZNF778,ZNF816,ZNF93
Fanconi Anemia Pathway	R-HSA-6783310	0.40771854727965634	0.14881689686087887	0.8816981173409233	1.0	1.0	15		ATR,ATRIP,DCLRE1A,DCLRE1B,EME1,EME2,ERCC1,ERCC4,FAAP100,FAAP20,FAAP24,FAN1,FANCA,FANCB,FANCC,FANCD2,FANCE,FANCF,FANCG,FANCI,FANCL,FANCM,MUS81,POLN,RPA1,RPA2,RPA3,RPS27A,SLX1A,SLX4,STRA13,UBA52,UBB,UBC,UBE2T,USP1,WDR48
SARS-CoV-2 Infection	R-HSA-9694516	0.37605686481026984	0.14801254771657169	0.8823328656712253	1.0	1.0	31	RIPK2,NOD2,PTPN11	3a,6,7SL RNA (ENSG00000222619),7SL RNA (ENSG00000222639),7a,8,9b,AAAS,ACE2,AGRN,AKT1,AKT2,AKT3,ANO1,ANO10,ANO2,ANO3,ANO4,ANO5,ANO6,ANO7,ANO8,ANO9,ATG14,B2M,BECN1,CANX,CAV1,CHMP2A,CHMP2B,CHMP3,CHMP4A,CHMP4B,CHMP4C,CHMP6,CHMP7,CHUK,CNBP,CRB3,CREBBP,CSNK1A1,CTSL,DAD1,DDOST,DDX20,DDX5,E,EDEM2,FAU,FURIN,FUT8,G3BP1,G3BP2,GALNT1,GANAB,GEMIN2,GEMIN4,GEMIN5,GEMIN6,GEMIN7,GEMIN8,GJA1,GOLGA7,GPC1,GPC2,GPC3,GPC4,GPC5,GPC6,GSK3A,GSK3B,HAVCR1,HLA-A,HLA-B,HLA-C,HLA-E,HLA-F,HLA-G,HLA-H,HSP90AA1,HSP90AB1,HSPG2,IFIH1,IFNA1,IFNA10,IFNA14,IFNA16,IFNA17,IFNA2,IFNA21,IFNA4,IFNA5,IFNA6,IFNA7,IFNA8,IFNAR1,IFNAR2,IFNB1,IKBKB,IKBKE,IKBKG,IL17A,IL17F,IL17RA,IL17RC,IRAK1,IRAK2,IRF3,IRF7,ISCU,ISG15,JAK1,KPNA2,LARP1,M,MAGT1,MAN1B1,MAN2A1,MAP1LC3B,MAP3K7,MASP1,MASP2,MAVS,MBL2,MGAT1,MGAT2,MGAT4A,MGAT4B,MGAT4C,MGAT5,MOGS,MPP5,N,NDC1,NLRP12,NLRP3,NOD1,NOD2,NRP1,NUP107,NUP133,NUP153,NUP155,NUP160,NUP188,NUP205,NUP210,NUP214,NUP35,NUP37,NUP42,NUP43,NUP50,NUP54,NUP58,NUP62,NUP85,NUP88,NUP93,NUP98,OST4,OSTC,PARP10,PARP14,PARP16,PARP4,PARP6,PARP8,PARP9,PATJ,PDPK1,PIK3C3,PIK3R4,POM121,POM121C,PRKCSH,PRMT1,PTPN11,PTPN6,RAE1,RANBP2,RB1,RIGI,RIPK2,RNF135,RPN1,RPN2,RPS10,RPS11,RPS12,RPS13,RPS14,RPS15,RPS15A,RPS16,RPS17,RPS18,RPS19,RPS2,RPS20,RPS21,RPS23,RPS24,RPS25,RPS26,RPS27,RPS27A,RPS27L,RPS28,RPS29,RPS3,RPS3A,RPS4X,RPS4Y1,RPS4Y2,RPS5,RPS6,RPS7,RPS8,RPS9,RPSA,S,SAR1B,SARS coronavirus, complete genome,SDC1,SDC2,SDC3,SDC4,SEC13,SEC23A,SEC24A,SEC24B,SEC24C,SEC24D,SEH1L,SFN,SFTPD,SIKE1,SMN1,SNRPB,SNRPD1,SNRPD2,SNRPD3,SNRPE,SNRPF,SNRPG,SRPK1,SRPK2,ST3GAL1,ST3GAL2,ST3GAL3,ST3GAL4,ST6GAL1,ST6GALNAC2,ST6GALNAC3,ST6GALNAC4,STAT1,STAT2,STING1,STT3A,STT3B,SUMO1,TAB1,TAB2,TAB3,TBK1,TJP1,TKFC,TLR1,TLR2,TLR7,TLR8,TMEM258,TMPRSS2,TOMM70,TPR,TRAF3,TRAF6,TRIM25,TRIM4,TUFM,TUSC3,TYK2,UBA52,UBB,UBC,UBE2I,UBE2N,UBE2V1,UVRAG,VCP,VHL,VPS11,VPS16,VPS18,VPS33A,VPS33B,VPS39,VPS41,VPS45,YWHAB,YWHAE,YWHAG,YWHAH,YWHAQ,YWHAZ,ZCRB1,ZDHHC11,ZDHHC2,ZDHHC20,ZDHHC3,ZDHHC5,ZDHHC8,ZDHHC9,pp1a,rep
HATs acetylate histones	R-HSA-3214847	0.3854713553284037	0.14734088273918777	0.88286296483659	1.0	1.0	5	NCOA2,CREBBP	ACTL6A,ATF2,ATXN7,ATXN7L3,BRD1,BRD8,BRPF1,BRPF3,CFL1,CLOCK,CREBBP,DMAP1,DR1,ELP2,ELP3,ELP4,ELP5,ELP6,ENY2,EP300,EP400,EPC1,H2AC1,H2AC11,H2AC12,H2AC14,H2AC18,H2AC20,H2AC21,H2AC25,H2AC4,H2AC6,H2AC7,H2BC1,H2BC11,H2BC12,H2BC13,H2BC14,H2BC15,H2BC17,H2BC18,H2BC21,H2BC26,H2BC3,H2BC4,H2BC5,H2BC9,H3C15,H4C1,HAT1,HCFC1,HIST1H3G,IKBKAP,ING3,ING4,ING5,JADE1,JADE2,JADE3,KANSL1,KANSL2,KANSL3,KAT14,KAT2A,KAT2B,KAT5,KAT6A,KAT6B,KAT7,KAT8,MBIP,MCRS1,MEAF6,MORF4L1,MORF4L2,MRGBP,MSL1,MSL2,MSL3,NCOA1,NCOA2,OGT,PAX3,PHF20,RBBP7,RUVBL1,RUVBL2,SAP130,SGF29,SUPT20H,SUPT3H,SUPT7L,TADA1,TADA2A,TADA2B,TADA3,TAF10,TAF12,TAF5L,TAF6L,TAF9,TRRAP,USP22,WDR5,YEATS2,YEATS4,ZZZ3
